Review_ID,Game_Name,Ratings,Users,Game_Category,Game_Genre,Date_of_Remarks,Remarks
1939,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 22, 2021",Game has potential but I could tell this wasn't a game I wasn't going play for much longer. Stop making these games 90% ads and 10% game. I want to play the game that YOU made not watch 50+ ads in a span of 15 minutes...
1940,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 28, 2021",Only for advertising. It is a so-so game where you spend the majority of your time watching long advertisements. If the advertisements were every 4 levels instead of every level it might be worth playing.
1941,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 25, 2021","Mindless entertainment, which is reasonably fun. Problem is that you can do virtually nothing without ads. It's very clear that this is nothing more than a vehicle for showing ads rather than a real game."
1942,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 2, 2022",Fun game but way toooo many ads. There needs to be a balance and it's not after each level. Maybe one every 3 to 4 minutes.
1943,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 2, 2022","Waste of time. If you want to play a game, I would stay away from this game. You spend more time watching ads rather than play the game. You literally watch a 30 second to full minute ad after each level."
1944,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"January 5, 2022",WAY WAY WAY TOO MANY ADS!!! Every level you have to deal with so many ads it takes all the fun out of the game and has turned me off big time
1945,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 27, 2021","As others have said, this is more like an ad watching app with a mini-game in the background. The game is easy, so you finish quick so that you can watch more ads."
1946,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 22, 2021",If you like ads then this is the game for you. The ads between each level are longer than the level. Not fun enough for the amount you have to see. Uninstalled.
1947,Count Masters - Stickman Clash,3.9,"237,356",Top Free,Action,"December 17, 2021","Garbage! Stupid ads before you even get to play the first-time of opening the game. Every level there is a 2 minute ad, obnoxious, trash... Couldnt enjoy game because its littered with ads!"
1948,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 3, 2022","Yes. This game is verry fun. I love that there is soooooo many verietys of songs. And this game is perfect when u need a game to relax. Its so much fun and I think u will enjoy it aswell. So in my opinion, I think u should get this game. 😃🎹"
1949,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 2, 2022",Magic tiles 3 is a fun game. You pick a song from a long list. Then you play a piano like thing to the beat of the song. The songs sound a little different but you can still tell what they are. Over all the game is fun and can keep you entertained. I would give it 4.5 stars of of 5.
1950,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 2, 2022","This app is really just a money maker, yeah it seams fun at first but then you get ad after ad after ad. And if you miss a tile and fail it will ask you to to watch an ad so you can start back where you left off, but even if you wait it out they still give you a 10 second ad."
1951,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 1, 2022","You ruined this game, so many ads, and 6$ a week to get rid of them?! (Plus some songs) That's absolutely absurd. I loved this game, and you all had to go mess it all up, because of your greed. Thanks."
1952,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 4, 2022","It's fun and all, but the ads are quite annoying and long. Ads show up a lot after and before games. It is fun and enjoyable, but sometimes it laggs and completely ruins it for me. (The experience)"
1953,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 6, 2022",I don't get why people are complaining about ads you can just put your phone on airplane mode and I like how you have so many songs to choose fr I would recommend getting it:))))
1954,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 4, 2022",I like the game. Hate the lag. It tends to lag offline but not online which doesn't make sense. But it lags and then you have to watch ads because you lost....because of the lag. Theres no excuse for a game to lag offline in 2022. Might delete because of it
1955,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 26, 2021","I love this game so much!!! It is s fun! I love how you can get to faster levels! My only complaint is that you have to be a VIP to get some songs, or you just have to watch a long add and don't even get the song permanently. But still great game!! Definitely get it!!!!!"
1956,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 31, 2021","I like this game, there are ads but I don't mind, there are some songs that I am disappointed aren't on here, but I don't mind, it runs great and it's pretty easy, I would make it harder for the hardcore players that are fast asf, and like different difficulties, that would be great :)"
1957,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 29, 2021",I would give it 5 stars but I think there are way to many ads for the songs. I mean like for every single song you need to watch an ad. But I can't because every time I want to it says ad is not available on this app. So please lower the ads. Thank you.
1958,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 31, 2021","This game is awesome, but two things I hate about it are that every time that I am playing it always glitches and it makes me miss a tile. And I hate the random ads that pop up when your playing your song. This needs to be fixed and then I will give it a five star. Not to be rude,😁"
1959,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 2, 2022","This app is amazing! So many different songs to choose! Theonly thing is that you have to watch ads ton play some of the songs. But overall,I think this game is amazing! Definently deserves 5/5 stars"
1960,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 1, 2022","I love it, but I wish we could search all kinds of songs to play to. Like custom songs, from all kinds of creators :( if that makes sense."
1961,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 1, 2022","Text sometimes show as blocks, ads freeze on a black screen or the frame it was on when it freezes, game randomly crashes, and overall very buggy. This game is actually good but with the power of these 3 bugs it's ruined. Please fix this."
1962,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 28, 2021","Pretty awesome game love the speed challenge. There are so many songs that need to be added. Try Monster Cat (Rocket League), and more popular songs. Anything catchy and fun to play will make this game go far. Thanks again for the experience thus far. 69"
1963,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 23, 2021","This was my favorite game until it started to not work. I open the game and the music plays but I see a black screen. I tried uninstalling it AND restarting my phone. Please fix this, I love this game. So overall 4 starts not five because it has not been working."
1964,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 18, 2021",I like this game alot however I cannot find a song thats not ridiculously fast??? I am not a pro and would love to slow down the keys just so I can play the song without alot of mistakes by missing a key!!! Each and every time I miss I have to watch an ad!!! That makes for ALOT of ads!!!
1965,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 28, 2021","I like these piano tiles apps, I've played them for years even when I was like 9-10years old. But I don't like this one, I did a X song and it just was so many ads before and after playing the level; I don't like it."
1966,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 24, 2021","Worst first impression 😐. I couldn't even get to play the game because it kept on loading but, i dont think i even need to play the game to find more bugs. It also kicks me out of the game. I just want to play the god dayum game🥲."
1967,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 20, 2021","I need ads to play any song but 2 of them which I don't mind. as well as to have a 2nd life when I mess up. I got to do that twice. since a few days ago it says ""there is no ads available right now"" which I fully doubt, but it annoys me because I'm stuck just playing the same two songs then."
1968,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 4, 2022","I want to love this game, I enjoy the challenge and the songs, my biggest issue is it refuses to let me purchase the ads free or even membership."
1969,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 3, 2022",I rate this game 0 stars but because gogle play store makes you rate a game 1 stars or more.I honestly hate this game because when ever I start playing the song the game gliches which makes me SOO ANOYED. Please fix this problem.
1970,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"December 21, 2021",It's a good game and has a lot of songs but the ads are SO annoying. When it gives me a ad right after a song I find it easier to just close magic tiles and reopen it. Just get rid of the ads.
1971,Magic Tiles 3,3.9,"2,748,396",Top Free,Music,"January 4, 2022",The game is really fun you can get new songs and it has songs from different styles and games but when ever I have an ad blank screen pops up.
1972,Streamer Rush,3.9,"5,316",Top Free,Simulation,"January 4, 2022",I tried to play multiple times and all times it would load a little bit then stop working. I even deleted most of my apps(I didn't have many to start with) and it still didn't let me into the game. I recommend you don't get this app to save your time and energy.
1973,Streamer Rush,3.9,"5,316",Top Free,Simulation,"January 4, 2022","Don't know why I bothered. There are a million of these games out there move your character back and forth making decisions. Then watch an ad, watch an ad to multiply your score? No? Well, here is an ad just because you said no."
1974,Streamer Rush,3.9,"5,316",Top Free,Simulation,"January 5, 2022",So I hate that you have to get so many good thing and 1 or 2 bad things will mostly end the game. On top of that there are choices that are all good or all bad which I dislike. It's much like most of these games which are ok I thought the rounds would be the same length.
